player,season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,PTS,salary,inflationAdjSalary
John Shasky,1991,C,26.0,DAL,57.0,0.0,510.0,51.0,116.0,0.4396551724137931,48.0,79.0,0.6075949367088608,150.0,250000.0,544689.0
Brian Shaw,1991,PG,24.0,BOS,79.0,79.0,2772.0,442.0,942.0,0.4692144373673036,204.0,249.0,0.8192771084337349,1091.0,1313000.0,2860708.0
Lionel Simmons,1991,SF,22.0,SAC,79.0,79.0,2978.0,549.0,1301.0,0.42198308993082245,320.0,435.0,0.735632183908046,1421.0,1289000.0,2808418.0
Scott Skiles,1991,PG,26.0,ORL,79.0,66.0,2714.0,462.0,1039.0,0.44465832531280075,340.0,377.0,0.9018567639257294,1357.0,1925000.0,4194107.0
Charles Smith,1991,SF,25.0,LAC,74.0,74.0,2703.0,548.0,1168.0,0.4691780821917808,384.0,484.0,0.7933884297520661,1480.0,1050000.0,2287695.0
Charles Smith,1991,PG,23.0,BOS,5.0,0.0,30.0,3.0,7.0,0.42857142857142855,3.0,5.0,0.6,9.0,1050000.0,2287695.0
Kenny Smith,1991,PG,25.0,HOU,78.0,78.0,2699.0,522.0,1003.0,0.5204386839481555,287.0,340.0,0.8441176470588235,1380.0,1633000.0,3557910.0
Larry Smith,1991,PF,33.0,HOU,81.0,28.0,1923.0,128.0,263.0,0.4866920152091255,12.0,50.0,0.24,268.0,997000.0,2172221.0
Michael Smith,1991,PF,25.0,BOS,47.0,3.0,389.0,95.0,200.0,0.475,22.0,27.0,0.8148148148148148,218.0,625000.0,1361723.0
Otis Smith,1991,SF,27.0,ORL,75.0,39.0,1885.0,407.0,902.0,0.45121951219512196,221.0,301.0,0.7342192691029901,1044.0,525000.0,1143847.0
Tony Smith,1991,SG,22.0,LAL,64.0,1.0,695.0,97.0,220.0,0.4409090909090909,40.0,57.0,0.7017543859649122,234.0,400000.0,871502.0
Rik Smits,1991,C,24.0,IND,76.0,38.0,1690.0,342.0,705.0,0.4851063829787234,144.0,189.0,0.7619047619047619,828.0,1350000.0,2941322.0
Rory Sparrow,1991,PG,32.0,SAC,80.0,74.0,2375.0,371.0,756.0,0.49074074074074076,58.0,83.0,0.6987951807228916,831.0,126000.0,274523.0
Felton Spencer,1991,C,23.0,MIN,81.0,46.0,2099.0,195.0,381.0,0.5118110236220472,182.0,252.0,0.7222222222222222,572.0,1340000.0,2919534.0
John Starks,1991,SG,25.0,NYK,61.0,10.0,1173.0,180.0,410.0,0.43902439024390244,79.0,105.0,0.7523809523809524,466.0,400000.0,871502.0
John Stockton,1991,PG,28.0,UTA,82.0,82.0,3103.0,496.0,978.0,0.5071574642126789,363.0,434.0,0.836405529953917,1413.0,2100000.0,4575390.0
Rod Strickland,1991,PG,24.0,SAS,58.0,56.0,2076.0,314.0,651.0,0.4823348694316436,161.0,211.0,0.7630331753554502,800.0,400000.0,871502.0
Jon Sundvold,1991,SG,29.0,MIA,24.0,0.0,225.0,43.0,107.0,0.40186915887850466,11.0,11.0,1.0,112.0,333000.0,725526.0
Terry Teagle,1991,SG,30.0,LAL,82.0,0.0,1498.0,335.0,757.0,0.4425363276089828,145.0,177.0,0.8192090395480226,815.0,700000.0,1525130.0
Isiah Thomas,1991,PG,29.0,DET,48.0,46.0,1657.0,289.0,665.0,0.4345864661654135,179.0,229.0,0.7816593886462883,776.0,2960000.0,6449121.0
LaSalle Thompson,1991,C,29.0,IND,82.0,77.0,1946.0,276.0,565.0,0.48849557522123893,72.0,104.0,0.6923076923076923,625.0,2000000.0,4357514.0
Mychal Thompson,1991,C,36.0,LAL,72.0,4.0,1077.0,113.0,228.0,0.4956140350877193,62.0,88.0,0.7045454545454546,288.0,1807000.0,3937014.0
Bob Thornton,1991,PF,28.0,MIN,12.0,1.0,110.0,4.0,13.0,0.3076923076923077,8.0,10.0,0.8,16.0,335000.0,729883.0
Otis Thorpe,1991,PF,28.0,HOU,82.0,82.0,3039.0,549.0,988.0,0.555668016194332,334.0,480.0,0.6958333333333333,1435.0,1786000.0,3891260.0
Sedale Threatt,1991,PG,29.0,SEA,80.0,57.0,2066.0,433.0,835.0,0.518562874251497,137.0,173.0,0.791907514450867,1013.0,612000.0,1333399.0
Wayman Tisdale,1991,PF,26.0,SAC,33.0,31.0,1116.0,262.0,542.0,0.4833948339483395,136.0,170.0,0.8,660.0,2333000.0,5083040.0
Tom Tolbert,1991,PF,25.0,GSW,62.0,32.0,1371.0,183.0,433.0,0.4226327944572748,127.0,172.0,0.7383720930232558,500.0,506000.0,1102451.0
Andy Toolson,1991,SF,25.0,UTA,47.0,15.0,470.0,50.0,124.0,0.4032258064516129,25.0,33.0,0.7575757575757576,137.0,250000.0,544689.0
Trent Tucker,1991,SG,31.0,NYK,65.0,13.0,1194.0,191.0,434.0,0.4400921658986175,17.0,27.0,0.6296296296296297,463.0,813000.0,1771329.0
Andre Turner,1991,PG,26.0,PHI,70.0,1.0,1407.0,168.0,383.0,0.4386422976501306,64.0,87.0,0.735632183908046,412.0,130000.0,283238.0
Jeff Turner,1991,PF,28.0,ORL,71.0,43.0,1683.0,259.0,532.0,0.4868421052631579,85.0,112.0,0.7589285714285714,609.0,550000.0,1198316.0
Kelvin Upshaw,1991,SG,28.0,DAL,48.0,1.0,514.0,104.0,231.0,0.45021645021645024,55.0,64.0,0.859375,270.0,250000.0,544689.0
Darnell Valentine,1991,PG,31.0,CLE,65.0,60.0,1841.0,230.0,496.0,0.4637096774193548,143.0,172.0,0.8313953488372093,609.0,130000.0,283238.0
Kiki Vandeweghe,1991,SF,32.0,NYK,75.0,72.0,2420.0,458.0,927.0,0.49406688241639696,259.0,288.0,0.8993055555555556,1226.0,1020000.0,2222332.0
Loy Vaught,1991,PF,22.0,LAC,73.0,0.0,1178.0,175.0,359.0,0.48746518105849584,49.0,74.0,0.6621621621621622,399.0,1000000.0,2178757.0
Sam Vincent,1991,PG,27.0,ORL,49.0,17.0,975.0,152.0,353.0,0.43059490084985835,99.0,120.0,0.825,406.0,1260000.0,2745234.0
Darrell Walker,1991,PG,29.0,WSB,71.0,65.0,2305.0,230.0,535.0,0.42990654205607476,93.0,154.0,0.6038961038961039,553.0,665000.0,1448873.0
Spud Webb,1991,PG,27.0,ATL,75.0,64.0,2197.0,359.0,803.0,0.44707347447073476,231.0,266.0,0.868421052631579,1003.0,560000.0,1220104.0
Doug West,1991,SG,23.0,MIN,75.0,1.0,824.0,118.0,246.0,0.4796747967479675,58.0,84.0,0.6904761904761905,294.0,310000.0,675414.0
Mark West,1991,C,30.0,PHO,82.0,64.0,1957.0,247.0,382.0,0.6465968586387435,135.0,206.0,0.6553398058252428,629.0,975000.0,2124288.0
Randy White,1991,PF,23.0,DAL,79.0,29.0,1901.0,265.0,665.0,0.39849624060150374,159.0,225.0,0.7066666666666667,695.0,855000.0,1862837.0
Morlon Wiley,1991,PG,24.0,ORL,34.0,0.0,350.0,45.0,108.0,0.4166666666666667,17.0,25.0,0.68,113.0,130000.0,283238.0
Dominique Wilkins,1991,SF,31.0,ATL,81.0,81.0,3078.0,770.0,1640.0,0.4695121951219512,476.0,574.0,0.8292682926829268,2101.0,3100000.0,6754147.0
Gerald Wilkins,1991,SG,27.0,NYK,68.0,56.0,2164.0,380.0,804.0,0.472636815920398,169.0,206.0,0.8203883495145631,938.0,795000.0,1732112.0
Buck Williams,1991,PF,30.0,POR,80.0,80.0,2582.0,358.0,595.0,0.6016806722689075,217.0,308.0,0.7045454545454546,933.0,1700000.0,3703887.0
Herb Williams,1991,C,32.0,DAL,60.0,36.0,1832.0,332.0,655.0,0.5068702290076336,83.0,130.0,0.6384615384615384,747.0,1183000.0,2577469.0
Hot Rod Williams,1991,C,28.0,CLE,43.0,14.0,1293.0,199.0,430.0,0.4627906976744186,107.0,164.0,0.6524390243902439,505.0,3786000.0,8248775.0
Jayson Williams,1991,PF,22.0,PHI,52.0,1.0,508.0,72.0,161.0,0.4472049689440994,37.0,56.0,0.6607142857142857,182.0,650000.0,1416192.0
John Williams,1991,SF,24.0,WSB,33.0,11.0,941.0,164.0,393.0,0.4173027989821883,73.0,97.0,0.7525773195876289,411.0,1100000.0,2396633.0
Kenny Williams,1991,PF,21.0,IND,75.0,0.0,527.0,93.0,179.0,0.5195530726256983,34.0,50.0,0.68,220.0,275000.0,599158.0
Micheal Williams,1991,PG,24.0,IND,73.0,37.0,1706.0,261.0,523.0,0.49904397705544934,290.0,330.0,0.8787878787878788,813.0,500000.0,1089378.0
Reggie Williams,1991,SF,26.0,TOT,73.0,46.0,1896.0,384.0,855.0,0.44912280701754387,166.0,197.0,0.8426395939086294,991.0,425000.0,925971.0
Reggie Williams,1991,SF,26.0,SAS,22.0,0.0,354.0,61.0,127.0,0.48031496062992124,35.0,41.0,0.8536585365853658,171.0,425000.0,925971.0
Reggie Williams,1991,SF,26.0,DEN,51.0,46.0,1542.0,323.0,728.0,0.44368131868131866,131.0,156.0,0.8397435897435898,820.0,425000.0,925971.0
Scott Williams,1991,PF,22.0,CHI,51.0,0.0,337.0,53.0,104.0,0.5096153846153846,20.0,28.0,0.7142857142857143,127.0,350000.0,762565.0
Kevin Willis,1991,PF,28.0,ATL,80.0,80.0,2373.0,444.0,881.0,0.5039727582292849,159.0,238.0,0.6680672268907563,1051.0,725000.0,1579599.0
Kennard Winchester,1991,SF,24.0,HOU,64.0,1.0,607.0,98.0,245.0,0.4,35.0,45.0,0.7777777777777778,239.0,120000.0,261450.0
David Wingate,1991,SG,27.0,SAS,25.0,0.0,563.0,53.0,138.0,0.38405797101449274,29.0,41.0,0.7073170731707317,136.0,250000.0,544689.0
Randy Wittman,1991,SF,31.0,IND,41.0,0.0,355.0,35.0,79.0,0.4430379746835443,4.0,6.0,0.6666666666666666,74.0,550000.0,1198316.0
Joe Wolf,1991,C,26.0,DEN,74.0,38.0,1593.0,234.0,519.0,0.4508670520231214,69.0,83.0,0.8313253012048193,539.0,763000.0,1662391.0
Mike Woodson,1991,SG,32.0,TOT,15.0,3.0,171.0,26.0,77.0,0.33766233766233766,11.0,13.0,0.8461538461538461,64.0,658000.0,1433622.0
Mike Woodson,1991,SG,32.0,HOU,11.0,3.0,125.0,21.0,54.0,0.3888888888888889,10.0,12.0,0.8333333333333334,53.0,658000.0,1433622.0
Mike Woodson,1991,SG,32.0,CLE,4.0,0.0,46.0,5.0,23.0,0.21739130434782608,1.0,1.0,1.0,11.0,658000.0,1433622.0
Orlando Woolridge,1991,SF,31.0,DEN,53.0,50.0,1823.0,490.0,983.0,0.49847405900305186,350.0,439.0,0.7972665148063781,1330.0,957000.0,2085070.0
Haywoode Workman,1991,PG,25.0,WSB,73.0,56.0,2034.0,234.0,515.0,0.45436893203883494,101.0,133.0,0.7593984962406015,581.0,250000.0,544689.0
James Worthy,1991,SF,29.0,LAL,78.0,74.0,3008.0,716.0,1455.0,0.49209621993127145,212.0,266.0,0.7969924812030075,1670.0,1750000.0,3812825.0
A.J. Wynder,1991,PG,26.0,BOS,6.0,0.0,39.0,3.0,12.0,0.25,6.0,8.0,0.75,12.0,130000.0,283238.0
Danny Young,1991,PG,28.0,POR,75.0,1.0,897.0,103.0,271.0,0.3800738007380074,41.0,45.0,0.9111111111111111,283.0,550000.0,1198316.0
Alaa Abdelnaby,1992,PF,23.0,POR,71.0,1.0,934.0,178.0,361.0,0.4930747922437673,76.0,101.0,0.7524752475247525,432.0,500000.0,1056743.0
Mahmoud Abdul-Rauf,1992,PG,22.0,DEN,81.0,11.0,1538.0,356.0,845.0,0.421301775147929,94.0,108.0,0.8703703703703703,837.0,2358000.0,4983604.0
Mark Acres,1992,C,29.0,ORL,68.0,6.0,926.0,78.0,151.0,0.5165562913907285,51.0,67.0,0.7611940298507462,208.0,250000.0,528371.0
Michael Adams,1992,PG,29.0,WSB,78.0,78.0,2795.0,485.0,1233.0,0.3933495539334955,313.0,360.0,0.8694444444444445,1408.0,1309000.0,2766555.0
Rafael Addison,1992,SF,27.0,NJN,76.0,8.0,1175.0,187.0,432.0,0.43287037037037035,56.0,76.0,0.7368421052631579,444.0,522000.0,1103240.0
Mark Aguirre,1992,SF,32.0,DET,75.0,12.0,1582.0,339.0,787.0,0.4307496823379924,158.0,230.0,0.6869565217391305,851.0,1351000.0,2855322.0
Danny Ainge,1992,SG,32.0,POR,81.0,6.0,1595.0,299.0,676.0,0.4423076923076923,108.0,131.0,0.8244274809160306,784.0,1330000.0,2810938.0
Victor Alexander,1992,C,22.0,GSW,80.0,28.0,1350.0,243.0,459.0,0.5294117647058824,103.0,149.0,0.6912751677852349,589.0,942000.0,1990905.0
Kenny Anderson,1992,PG,21.0,NJN,64.0,13.0,1086.0,187.0,480.0,0.38958333333333334,73.0,98.0,0.7448979591836735,450.0,2376000.0,5021647.0
Nick Anderson,1992,SG,24.0,ORL,60.0,59.0,2203.0,482.0,1042.0,0.46257197696737046,202.0,303.0,0.6666666666666666,1196.0,800000.0,1690790.0
Ron Anderson,1992,SF,33.0,PHI,82.0,11.0,2432.0,469.0,1008.0,0.4652777777777778,143.0,163.0,0.8773006134969326,1123.0,950000.0,2007813.0
Willie Anderson,1992,SG,25.0,SAS,57.0,55.0,1889.0,312.0,685.0,0.4554744525547445,107.0,138.0,0.7753623188405797,744.0,2075000.0,4385487.0
Greg Anthony,1992,PG,24.0,NYK,82.0,1.0,1510.0,161.0,435.0,0.3701149425287356,117.0,158.0,0.740506329113924,447.0,1067000.0,2255091.0
Vincent Askew,1992,SG,25.0,GSW,80.0,10.0,1496.0,193.0,379.0,0.5092348284960422,111.0,160.0,0.69375,498.0,180000.0,380427.0
Keith Askins,1992,SF,24.0,MIA,59.0,4.0,843.0,84.0,205.0,0.4097560975609756,26.0,37.0,0.7027027027027027,219.0,250000.0,528371.0
Stacey Augmon,1992,SG,23.0,ATL,82.0,82.0,2505.0,440.0,899.0,0.489432703003337,213.0,320.0,0.665625,1094.0,1138000.0,2405149.0
Isaac Austin,1992,C,22.0,UTA,31.0,0.0,112.0,21.0,46.0,0.45652173913043476,19.0,30.0,0.6333333333333333,61.0,400000.0,845395.0
John Bagley,1992,PG,31.0,BOS,73.0,59.0,1742.0,223.0,506.0,0.4407114624505929,68.0,95.0,0.7157894736842105,524.0,550000.0,1162418.0
Thurl Bailey,1992,PF,30.0,TOT,84.0,18.0,2104.0,368.0,836.0,0.44019138755980863,215.0,270.0,0.7962962962962963,951.0,1000000.0,2113487.0
Thurl Bailey,1992,PF,30.0,UTA,13.0,0.0,327.0,39.0,101.0,0.38613861386138615,44.0,55.0,0.8,122.0,1000000.0,2113487.0
Thurl Bailey,1992,PF,30.0,MIN,71.0,18.0,1777.0,329.0,735.0,0.44761904761904764,171.0,215.0,0.7953488372093023,829.0,1000000.0,2113487.0
Charles Barkley,1992,SF,28.0,PHI,75.0,75.0,2881.0,622.0,1126.0,0.5523978685612788,454.0,653.0,0.6952526799387443,1730.0,2420000.0,5114640.0
Dana Barros,1992,PG,24.0,SEA,75.0,1.0,1331.0,238.0,493.0,0.4827586206896552,60.0,79.0,0.759493670886076,619.0,500000.0,1056743.0
John Battle,1992,SG,29.0,CLE,76.0,2.0,1637.0,316.0,659.0,0.4795144157814871,145.0,171.0,0.847953216374269,779.0,910000.0,1923273.0
Kenny Battle,1992,SG,27.0,TOT,16.0,0.0,92.0,11.0,17.0,0.6470588235294118,10.0,12.0,0.8333333333333334,32.0,140000.0,295888.0
Kenny Battle,1992,SG,27.0,BOS,8.0,0.0,46.0,3.0,4.0,0.75,8.0,8.0,1.0,14.0,140000.0,295888.0
Kenny Battle,1992,SG,27.0,GSW,8.0,0.0,46.0,8.0,13.0,0.6153846153846154,2.0,4.0,0.5,18.0,140000.0,295888.0
William Bedford,1992,C,28.0,DET,32.0,8.0,363.0,50.0,121.0,0.4132231404958678,14.0,22.0,0.6363636363636364,114.0,925000.0,1954976.0
Benoit Benjamin,1992,C,27.0,SEA,63.0,61.0,1941.0,354.0,740.0,0.4783783783783784,171.0,249.0,0.6867469879518072,879.0,3175000.0,6710324.0
David Benoit,1992,SF,23.0,UTA,77.0,2.0,1161.0,175.0,375.0,0.4666666666666667,81.0,100.0,0.81,434.0,300000.0,634046.0
Larry Bird,1992,SF,35.0,BOS,45.0,45.0,1662.0,353.0,758.0,0.4656992084432718,150.0,162.0,0.9259259259259259,908.0,2300000.0,4861022.0
Rolando Blackman,1992,SG,32.0,DAL,75.0,74.0,2527.0,535.0,1161.0,0.4608096468561585,239.0,266.0,0.8984962406015038,1374.0,1500000.0,3170231.0
Lance Blanks,1992,SG,25.0,DET,43.0,0.0,189.0,25.0,55.0,0.45454545454545453,8.0,11.0,0.7272727272727273,64.0,490000.0,1035609.0
Mookie Blaylock,1992,PG,24.0,NJN,72.0,67.0,2548.0,429.0,993.0,0.43202416918429004,126.0,177.0,0.711864406779661,996.0,660000.0,1394901.0
Muggsy Bogues,1992,PG,27.0,CHH,82.0,69.0,2790.0,317.0,671.0,0.47242921013412814,94.0,120.0,0.7833333333333333,730.0,700000.0,1479441.0
Manute Bol,1992,C,29.0,PHI,71.0,2.0,1267.0,49.0,128.0,0.3828125,12.0,26.0,0.46153846153846156,110.0,1650000.0,3487254.0
Anthony Bonner,1992,PF,23.0,SAC,79.0,18.0,2287.0,294.0,658.0,0.44680851063829785,151.0,241.0,0.6265560165975104,740.0,763000.0,1612591.0
Anthony Bowie,1992,SG,28.0,ORL,52.0,26.0,1721.0,312.0,633.0,0.4928909952606635,117.0,136.0,0.8602941176470589,758.0,900000.0,1902139.0
Sam Bowie,1992,C,30.0,NJN,71.0,61.0,2179.0,421.0,947.0,0.44456177402323127,212.0,280.0,0.7571428571428571,1062.0,2600000.0,5495068.0
Terrell Brandon,1992,PG,21.0,CLE,82.0,9.0,1605.0,252.0,601.0,0.4193011647254576,100.0,124.0,0.8064516129032258,605.0,682000.0,1441398.0
Frank Brickowski,1992,SF,32.0,MIL,65.0,60.0,1556.0,306.0,584.0,0.523972602739726,125.0,163.0,0.7668711656441718,740.0,1800000.0,3804278.0
Kevin Brooks,1992,SF,22.0,DEN,37.0,0.0,270.0,43.0,97.0,0.44329896907216493,17.0,21.0,0.8095238095238095,105.0,800000.0,1690790.0
Scott Brooks,1992,PG,26.0,MIN,82.0,0.0,1082.0,167.0,374.0,0.446524064171123,51.0,63.0,0.8095238095238095,417.0,500000.0,1056743.0
Chucky Brown,1992,SF,23.0,TOT,42.0,2.0,431.0,60.0,128.0,0.46875,30.0,49.0,0.6122448979591837,150.0,140000.0,295888.0
Chucky Brown,1992,SF,23.0,CLE,6.0,0.0,50.0,5.0,10.0,0.5,5.0,8.0,0.625,15.0,140000.0,295888.0
Chucky Brown,1992,SF,23.0,LAL,36.0,2.0,381.0,55.0,118.0,0.4661016949152542,25.0,41.0,0.6097560975609756,135.0,140000.0,295888.0
Dee Brown,1992,PG,23.0,BOS,31.0,20.0,883.0,149.0,350.0,0.4257142857142857,60.0,78.0,0.7692307692307693,363.0,865000.0,1828167.0
Mike Brown,1992,C,28.0,UTA,82.0,1.0,1783.0,221.0,488.0,0.45286885245901637,190.0,285.0,0.6666666666666666,632.0,1275000.0,2694697.0
Randy Brown,1992,PG,23.0,SAC,56.0,0.0,535.0,77.0,169.0,0.4556213017751479,38.0,58.0,0.6551724137931034,192.0,250000.0,528371.0
Mark Bryant,1992,PF,26.0,POR,56.0,0.0,800.0,95.0,198.0,0.4797979797979798,40.0,60.0,0.6666666666666666,230.0,1100000.0,2324836.0
Jud Buechler,1992,SF,23.0,TOT,28.0,0.0,290.0,29.0,71.0,0.4084507042253521,12.0,21.0,0.5714285714285714,70.0,375000.0,792557.0
Jud Buechler,1992,SF,23.0,SAS,11.0,0.0,140.0,15.0,30.0,0.5,3.0,9.0,0.3333333333333333,33.0,375000.0,792557.0
Jud Buechler,1992,SF,23.0,GSW,15.0,0.0,121.0,10.0,33.0,0.30303030303030304,9.0,12.0,0.75,29.0,375000.0,792557.0
Matt Bullard,1992,PF,24.0,HOU,80.0,7.0,1278.0,205.0,447.0,0.45861297539149887,38.0,50.0,0.76,512.0,500000.0,1056743.0
Willie Burton,1992,SF,23.0,MIA,68.0,50.0,1585.0,280.0,622.0,0.45016077170418006,196.0,245.0,0.8,762.0,802000.0,1695017.0
Michael Cage,1992,PF,30.0,SEA,82.0,69.0,2461.0,307.0,542.0,0.566420664206642,106.0,171.0,0.6198830409356725,720.0,1390000.0,2937748.0
Elden Campbell,1992,C,23.0,LAL,81.0,47.0,1876.0,220.0,491.0,0.4480651731160896,138.0,223.0,0.6188340807174888,578.0,575000.0,1215255.0
Tony Campbell,1992,SF,29.0,MIN,78.0,41.0,2441.0,527.0,1137.0,0.4635004397537379,240.0,299.0,0.802675585284281,1307.0,1383000.0,2922953.0
Antoine Carr,1992,PF,30.0,SAS,81.0,27.0,1867.0,359.0,732.0,0.49043715846994534,162.0,212.0,0.7641509433962265,881.0,1233000.0,2605930.0
Bill Cartwright,1992,C,34.0,CHI,64.0,64.0,1471.0,208.0,445.0,0.46741573033707867,96.0,159.0,0.6037735849056604,512.0,2200000.0,4649673.0
Terry Catledge,1992,PF,28.0,ORL,78.0,67.0,2430.0,457.0,922.0,0.4956616052060738,240.0,346.0,0.6936416184971098,1154.0,1086000.0,2295247.0
Duane Causwell,1992,C,23.0,SAC,80.0,77.0,2291.0,250.0,455.0,0.5494505494505495,136.0,222.0,0.6126126126126126,636.0,950000.0,2007813.0
Cedric Ceballos,1992,SF,22.0,PHO,64.0,4.0,725.0,176.0,365.0,0.4821917808219178,109.0,148.0,0.7364864864864865,462.0,350000.0,739720.0
Tom Chambers,1992,PF,32.0,PHO,69.0,66.0,1948.0,426.0,989.0,0.43073811931243683,258.0,311.0,0.8295819935691319,1128.0,1885000.0,3983924.0
Rex Chapman,1992,PG-SG,24.0,TOT,22.0,11.0,567.0,113.0,252.0,0.44841269841269843,36.0,53.0,0.6792452830188679,270.0,2004000.0,4235429.0
Rex Chapman,1992,PG,24.0,CHH,21.0,11.0,545.0,108.0,240.0,0.45,36.0,53.0,0.6792452830188679,260.0,2004000.0,4235429.0
Maurice Cheeks,1992,PG,35.0,ATL,56.0,0.0,1086.0,115.0,249.0,0.46184738955823296,26.0,43.0,0.6046511627906976,259.0,600000.0,1268092.0
Pete Chilcutt,1992,PF,23.0,SAC,69.0,2.0,817.0,113.0,250.0,0.452,23.0,28.0,0.8214285714285714,251.0,630000.0,1331497.0
Derrick Coleman,1992,PF,24.0,NJN,65.0,58.0,2207.0,483.0,958.0,0.5041753653444676,300.0,393.0,0.7633587786259542,1289.0,2870000.0,6065710.0
Bimbo Coles,1992,PG,23.0,MIA,81.0,28.0,1976.0,295.0,649.0,0.45454545454545453,216.0,262.0,0.8244274809160306,816.0,650000.0,1373767.0
Marty Conlon,1992,C,24.0,SEA,45.0,1.0,381.0,48.0,101.0,0.4752475247524752,24.0,32.0,0.75,120.0,200000.0,422697.0
Lester Conner,1992,PG,32.0,MIL,81.0,9.0,1420.0,103.0,239.0,0.4309623430962343,81.0,115.0,0.7043478260869566,287.0,890000.0,1881004.0
Anthony Cook,1992,PF,24.0,DEN,22.0,0.0,115.0,15.0,25.0,0.6,4.0,6.0,0.6666666666666666,34.0,570000.0,1204688.0
Tyrone Corbin,1992,SF,29.0,TOT,80.0,9.0,2207.0,303.0,630.0,0.48095238095238096,174.0,201.0,0.8656716417910447,780.0,1100000.0,2324836.0
Tyrone Corbin,1992,SF,29.0,MIN,11.0,8.0,344.0,57.0,142.0,0.4014084507042254,44.0,53.0,0.8301886792452831,158.0,1100000.0,2324836.0
Tyrone Corbin,1992,SF,29.0,UTA,69.0,1.0,1863.0,246.0,488.0,0.5040983606557377,130.0,148.0,0.8783783783783784,622.0,1100000.0,2324836.0
Chris Corchiani,1992,PG,23.0,ORL,51.0,1.0,741.0,77.0,193.0,0.39896373056994816,91.0,104.0,0.875,255.0,300000.0,634046.0
Corey Crowder,1992,SF,22.0,UTA,51.0,0.0,328.0,43.0,112.0,0.38392857142857145,15.0,18.0,0.8333333333333334,114.0,250000.0,528371.0
Terry Cummings,1992,PF,30.0,SAS,70.0,67.0,2149.0,514.0,1053.0,0.4881291547958215,177.0,249.0,0.7108433734939759,1210.0,2407000.0,5087165.0
Dell Curry,1992,SG,27.0,CHH,77.0,0.0,2020.0,504.0,1038.0,0.48554913294797686,127.0,152.0,0.8355263157894737,1209.0,750000.0,1585115.0
Brad Daugherty,1992,C,26.0,CLE,73.0,73.0,2643.0,576.0,1010.0,0.5702970297029702,414.0,533.0,0.776735459662289,1566.0,2923000.0,6177725.0
Dale Davis,1992,PF,22.0,IND,64.0,23.0,1301.0,154.0,279.0,0.5519713261648745,87.0,152.0,0.5723684210526315,395.0,559000.0,1181439.0
Terry Davis,1992,PF,24.0,DAL,68.0,67.0,2149.0,256.0,531.0,0.4821092278719397,181.0,285.0,0.6350877192982456,693.0,1537000.0,3248430.0
Johnny Dawkins,1992,PG,28.0,PHI,82.0,82.0,2815.0,394.0,902.0,0.43680709534368073,164.0,186.0,0.8817204301075269,988.0,1900000.0,4015626.0
Bison Dele,1992,PF,22.0,ORL,48.0,2.0,905.0,171.0,324.0,0.5277777777777778,95.0,142.0,0.6690140845070423,437.0,1011000.0,2136736.0
Vlade Divac,1992,C,23.0,LAL,36.0,18.0,979.0,157.0,317.0,0.4952681388012618,86.0,112.0,0.7678571428571429,405.0,3633000.0,7678301.0
Sherman Douglas,1992,PG,25.0,TOT,42.0,2.0,752.0,117.0,253.0,0.4624505928853755,73.0,107.0,0.6822429906542056,308.0,1869000.0,3950108.0
Sherman Douglas,1992,PG,25.0,MIA,5.0,2.0,98.0,16.0,31.0,0.5161290322580645,5.0,7.0,0.7142857142857143,37.0,1869000.0,3950108.0
Sherman Douglas,1992,PG,25.0,BOS,37.0,0.0,654.0,101.0,222.0,0.45495495495495497,68.0,100.0,0.68,271.0,1869000.0,3950108.0
Greg Dreiling,1992,C,29.0,IND,60.0,23.0,509.0,43.0,87.0,0.4942528735632184,30.0,40.0,0.75,117.0,650000.0,1373767.0
Clyde Drexler,1992,SG,29.0,POR,76.0,76.0,2751.0,694.0,1476.0,0.470189701897019,401.0,505.0,0.7940594059405941,1903.0,1378000.0,2912386.0
Kevin Duckworth,1992,C,27.0,POR,82.0,82.0,2222.0,362.0,786.0,0.46055979643765904,156.0,226.0,0.6902654867256637,880.0,2213000.0,4677148.0
Chris Dudley,1992,C,26.0,NJN,82.0,21.0,1902.0,190.0,472.0,0.4025423728813559,80.0,171.0,0.4678362573099415,460.0,1200000.0,2536185.0
Joe Dumars,1992,SG,28.0,DET,82.0,82.0,3192.0,587.0,1311.0,0.4477498093058734,412.0,475.0,0.8673684210526316,1635.0,1339000.0,2829960.0
Ledell Eackles,1992,SG,25.0,WSB,65.0,25.0,1463.0,355.0,759.0,0.46772068511198944,139.0,187.0,0.7433155080213903,856.0,780000.0,1648520.0
Mark Eaton,1992,C,35.0,UTA,81.0,81.0,2023.0,107.0,240.0,0.44583333333333336,52.0,87.0,0.5977011494252874,266.0,1333000.0,2817279.0
Blue Edwards,1992,SF,26.0,UTA,81.0,81.0,2283.0,433.0,830.0,0.5216867469879518,113.0,146.0,0.773972602739726,1018.0,475000.0,1003906.0
James Edwards,1992,C,36.0,LAC,72.0,11.0,1437.0,250.0,538.0,0.4646840148698885,198.0,271.0,0.7306273062730627,698.0,1250000.0,2641858.0
Kevin Edwards,1992,PG,26.0,MIA,81.0,1.0,1840.0,325.0,716.0,0.45391061452513964,162.0,191.0,0.8481675392670157,819.0,750000.0,1585115.0
Craig Ehlo,1992,SG,30.0,CLE,63.0,62.0,2016.0,310.0,684.0,0.45321637426900585,87.0,123.0,0.7073170731707317,776.0,1075000.0,2271999.0
